Applicant_ID,Applicant_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Status,Annual_Income_Lakhs,Credit_Score,Loan_Amount_Lakhs,Loan_Term_Years,Interest_Rate_Percent,Down_Payment_Percent,Loan_Type,Property_Location,Property_Value_Lakhs,Property_Type,Existing_Loans_Amount,EMI_Affordability_Percent,Prior_Relationship_Years,Loan_Approval_Status,Application_Date
981,39,Male,Married,3,Doctorate,Unemployed,41.24,737,19.47,25,7.42,8.02,Home Purchase,Semi-Urban,58.81,Independent House,29.57,6.3,10,Rejected,26-07-2022
982,61,Male,Divorced,3,High School,Unemployed,3.79,429,112.42,30,10.33,25.62,Construction,Semi-Urban,51.89,Apartment,40.32,34.81,16,Approved,08-06-2023
983,44,Male,Single,1,High School,Self-Employed,44.84,542,9.98,20,8.07,7.53,Home Purchase,Semi-Urban,267.66,Independent House,21.57,22.04,16,Approved,04-06-2018
984,59,Male,Divorced,3,Postgraduate,Unemployed,42.95,782,140.75,25,6.91,15.82,Home Purchase,Rural,283.37,Plot,40.62,38.47,10,Rejected,16-09-2019
985,25,Female,Divorced,1,Graduate,Unemployed,13.04,752,120.5,15,9.3,13.69,Construction,Rural,193.76,Plot,46.77,43.82,7,Approved,25-06-2025
986,38,Female,Single,0,Graduate,Salaried,19.42,426,16.61,30,10.79,21.61,Construction,Rural,169.11,Independent House,24.41,25.28,6,Rejected,12-04-2024
987,55,Other,Married,1,Doctorate,Salaried,22.4,535,104.79,15,7.7,6.58,Construction,Semi-Urban,197.88,Apartment,14.21,38.43,1,Approved,08-08-2019
988,63,Female,Single,1,Postgraduate,Salaried,37,313,57.95,25,7.11,24.18,Construction,Rural,283.65,Apartment,48.14,33.21,6,Rejected,02-11-2018
989,60,Other,Divorced,0,Graduate,Unemployed,11.7,482,137.19,25,9.95,23.5,Home Purchase,Semi-Urban,253.36,Independent House,31.09,31.54,18,Approved,03-01-2025
990,26,Female,Widowed,4,Postgraduate,Unemployed,41.64,569,19.43,15,7.39,9.01,Refinance,Urban,198.76,Apartment,0.38,18.35,6,Approved,03-10-2020
991,27,Male,Divorced,3,Graduate,Unemployed,6.46,455,127.62,15,9.48,22.59,Construction,Rural,175.21,Independent House,44.45,25.22,6,Approved,13-07-2023
992,51,Female,Single,1,High School,Self-Employed,36.33,484,66.7,10,9.24,7.9,Refinance,Semi-Urban,211.12,Independent House,4.66,36.84,3,Approved,02-02-2022
993,37,Male,Married,3,Graduate,Self-Employed,7.22,669,128.8,25,9.25,9.49,Refinance,Rural,150.1,Apartment,41.63,40.31,16,Rejected,10-05-2024
994,47,Female,Divorced,4,Graduate,Salaried,26.47,730,109.21,25,9.63,9.53,Home Purchase,Semi-Urban,97.8,Independent House,28.64,9.11,13,Approved,05-08-2020
995,52,Male,Married,4,High School,Salaried,46.78,467,85.84,30,7.51,21.84,Home Purchase,Semi-Urban,249.36,Plot,28.89,48.28,13,Approved,28-08-2025
996,54,Other,Widowed,0,Graduate,Salaried,42.16,392,39.32,30,10.2,18.49,Home Purchase,Urban,153.58,Apartment,47.25,32.86,15,Approved,31-10-2024
997,24,Female,Single,3,High School,Salaried,4.14,848,104.04,25,7.8,18.3,Home Purchase,Rural,158.18,Apartment,11.57,20.03,1,Approved,03-08-2023
998,51,Other,Widowed,3,Postgraduate,Self-Employed,36.87,734,10.06,15,10.23,23.65,Construction,Rural,127.38,Plot,32.55,22.93,9,Approved,23-03-2021
999,51,Other,Divorced,4,High School,Self-Employed,49.73,735,75.23,15,9.67,13.05,Construction,Rural,260.14,Apartment,11.15,32.73,15,Rejected,19-09-2020
1000,40,Female,Married,0,Graduate,Salaried,4.41,545,106.48,20,7.01,16.01,Construction,Urban,112.15,Apartment,18.56,11.63,18,Approved,21-10-2019
1001,22,Other,Divorced,4,Graduate,Unemployed,31.52,498,15.1,30,9.35,19.73,Refinance,Semi-Urban,272.53,Independent House,8.62,30.64,2,Rejected,23-11-2018
1002,27,Other,Married,0,Postgraduate,Unemployed,20.75,305,5.59,30,10.14,20.66,Construction,Semi-Urban,130.69,Independent House,48.76,33.89,19,Approved,22-12-2023
1003,48,Other,Divorced,0,Graduate,Self-Employed,2.04,798,73.81,30,6.74,12.32,Home Purchase,Semi-Urban,61.76,Independent House,14.2,6.17,17,Approved,04-11-2021
1004,38,Male,Single,3,Doctorate,Unemployed,47.96,428,79.6,30,10.45,16.25,Home Purchase,Urban,131.91,Apartment,31.1,8.61,18,Approved,04-02-2024
1005,46,Other,Widowed,1,Postgraduate,Unemployed,3.47,841,91.48,30,7.11,19.21,Construction,Rural,171.9,Apartment,19.89,41.48,12,Rejected,11-06-2019
1006,53,Other,Widowed,2,High School,Unemployed,7.67,342,85.77,15,6.86,18.39,Home Purchase,Semi-Urban,90.86,Independent House,37.01,16.45,6,Rejected,30-03-2018
1007,54,Other,Divorced,1,Graduate,Self-Employed,22.48,523,118.45,20,7.48,20.79,Construction,Semi-Urban,160.17,Plot,19.45,38.82,10,Approved,08-04-2020
1008,23,Other,Divorced,0,Graduate,Unemployed,22.36,763,90.08,25,8.85,14.06,Construction,Rural,140.34,Plot,9.1,48.24,9,Rejected,19-05-2019
1009,32,Female,Divorced,3,Graduate,Self-Employed,24.13,742,76.92,15,9.27,10.99,Refinance,Urban,180.71,Apartment,43.75,41.79,16,Approved,26-04-2025
1010,33,Male,Widowed,1,Doctorate,Self-Employed,16.18,406,29.56,15,6.51,12.06,Home Purchase,Rural,283.68,Plot,20.67,30.53,17,Approved,26-10-2021
1011,23,Male,Married,4,Postgraduate,Unemployed,31.44,746,116.71,10,7.71,24.65,Refinance,Semi-Urban,81.4,Plot,8.5,45.73,11,Approved,02-02-2025
1012,57,Male,Divorced,1,High School,Unemployed,36.56,704,105.55,30,7.46,22.18,Home Purchase,Semi-Urban,128.85,Apartment,28.4,27.2,9,Rejected,01-06-2023
1013,57,Other,Single,4,Doctorate,Self-Employed,15.44,310,97.54,15,7.52,27.95,Refinance,Urban,244.64,Apartment,36.35,49.68,1,Rejected,13-08-2020
1014,46,Male,Divorced,1,Doctorate,Unemployed,42.11,589,54.59,30,10.85,11.05,Construction,Semi-Urban,44.3,Apartment,25.05,20.76,16,Approved,30-12-2018
1015,22,Other,Widowed,0,Postgraduate,Salaried,29.99,685,132.4,25,7.17,17.16,Home Purchase,Semi-Urban,148.01,Independent House,29.75,48.95,17,Approved,29-09-2024
1016,44,Female,Divorced,0,High School,Self-Employed,25.51,647,64.47,25,8.88,14.47,Construction,Rural,179.98,Independent House,19.36,25.11,13,Approved,15-09-2024
1017,30,Female,Widowed,2,Doctorate,Salaried,17.24,849,26.41,10,9.68,6.76,Construction,Rural,177.65,Apartment,29.99,6.49,10,Approved,17-01-2022
1018,28,Other,Widowed,2,Doctorate,Salaried,35.3,596,74.81,15,10.01,22.15,Construction,Semi-Urban,143.22,Apartment,0.33,28.8,7,Rejected,13-03-2018
1019,30,Male,Single,0,Doctorate,Salaried,5.12,409,98.15,20,7.53,20.45,Construction,Rural,143.9,Independent House,16.28,49.26,5,Rejected,29-01-2019
1020,36,Male,Divorced,0,Postgraduate,Unemployed,16.94,648,26.09,20,10.52,22.5,Refinance,Semi-Urban,264.31,Plot,17.78,24.29,0,Rejected,29-11-2020
1021,58,Female,Widowed,3,Graduate,Unemployed,20.25,554,90.12,20,8.84,25.49,Home Purchase,Semi-Urban,259.43,Independent House,9.14,31.72,14,Approved,24-03-2022
1022,36,Male,Married,4,Doctorate,Salaried,28.17,841,93.48,15,9.83,18.53,Home Purchase,Urban,159.18,Independent House,29.8,23.45,1,Approved,26-01-2023
1023,30,Other,Single,2,Graduate,Unemployed,44.43,733,119.46,10,8.27,16.7,Home Purchase,Semi-Urban,281.29,Apartment,24.65,36.23,18,Rejected,12-06-2023
1024,36,Male,Widowed,2,Doctorate,Salaried,25.55,799,119.93,30,7.43,13.38,Home Purchase,Rural,212.55,Plot,19.67,38.03,9,Approved,14-07-2021
1025,46,Male,Married,2,Doctorate,Salaried,35.82,304,141.68,20,9.78,20.05,Construction,Urban,247.98,Apartment,39.05,46.72,3,Approved,29-04-2025
1026,55,Female,Widowed,1,Graduate,Self-Employed,4.73,451,145.5,15,8.16,7.64,Home Purchase,Rural,116.68,Apartment,43.39,12.35,6,Approved,02-02-2022
1027,33,Male,Single,3,High School,Self-Employed,9.62,844,107.64,15,8.13,25.39,Refinance,Semi-Urban,118.36,Apartment,35.29,11.59,17,Approved,17-09-2021
1028,53,Other,Divorced,3,Postgraduate,Salaried,32.36,540,76.76,15,9.72,14.24,Refinance,Semi-Urban,182.25,Independent House,30.44,41.81,12,Approved,04-10-2022
1029,57,Male,Married,2,Doctorate,Salaried,32.96,393,107.93,15,10.43,23.66,Refinance,Urban,154.7,Apartment,25.51,10.86,18,Approved,01-06-2023
1030,30,Female,Married,2,Graduate,Salaried,27.09,761,20.2,15,7.15,6.15,Construction,Semi-Urban,298.61,Apartment,14.1,37.53,5,Rejected,13-06-2025
1031,52,Female,Single,3,Doctorate,Self-Employed,45.88,654,69.97,10,10.96,21.25,Home Purchase,Urban,172.87,Apartment,38.1,35.63,9,Rejected,23-05-2024
1032,21,Male,Married,2,Postgraduate,Self-Employed,32.07,328,144.31,10,9.98,22.64,Construction,Semi-Urban,287.82,Plot,25.48,13.22,12,Approved,19-10-2022
1033,30,Male,Married,3,Graduate,Self-Employed,49.94,401,120.51,30,8.59,8.8,Refinance,Urban,72.59,Independent House,38.73,23.78,7,Approved,07-03-2019
1034,41,Male,Single,1,Postgraduate,Unemployed,37.26,388,126.54,15,7.8,13.78,Construction,Urban,118.2,Plot,13.06,9.28,15,Approved,12-10-2019
1035,59,Male,Divorced,4,Postgraduate,Salaried,9.94,588,83.51,30,7.21,15.31,Home Purchase,Rural,234.01,Apartment,32.9,24.47,7,Approved,20-05-2021
1036,26,Male,Widowed,1,Graduate,Self-Employed,42.57,737,148.08,25,9.76,11.75,Home Purchase,Urban,112.19,Plot,5.89,19.86,8,Approved,31-10-2025
1037,29,Other,Widowed,3,Graduate,Salaried,41.04,567,127.01,25,10.01,17.31,Refinance,Rural,138.27,Plot,12.93,9.62,2,Approved,15-11-2022
1038,41,Male,Divorced,0,Postgraduate,Self-Employed,18.29,324,16.31,10,8.08,29.86,Construction,Urban,252.6,Plot,8.69,15.01,15,Rejected,20-09-2018
1039,26,Male,Widowed,2,High School,Unemployed,23.52,550,51.19,15,10.87,28.59,Refinance,Rural,91.11,Independent House,32.76,31.06,13,Rejected,05-08-2021
1040,62,Female,Married,3,Graduate,Salaried,5.09,478,93.01,30,8.62,20.68,Home Purchase,Semi-Urban,102.21,Plot,11.75,35.45,17,Approved,26-04-2025
1041,53,Other,Married,3,High School,Unemployed,19.2,659,112.78,25,6.54,16.79,Construction,Semi-Urban,84.94,Apartment,21.46,40.47,12,Approved,21-05-2024
1042,38,Female,Married,1,Postgraduate,Salaried,2.37,310,73.37,25,9.32,26.95,Home Purchase,Rural,297.88,Independent House,40.45,46.53,13,Approved,15-06-2021
1043,42,Female,Divorced,1,Postgraduate,Unemployed,9.3,638,105.65,15,6.87,12.46,Construction,Semi-Urban,139.69,Apartment,19.78,26.45,9,Approved,17-04-2020
1044,47,Other,Married,1,High School,Salaried,3.01,464,118.31,10,7.04,9.08,Refinance,Rural,240.82,Independent House,4.38,32.74,14,Approved,30-03-2021
1045,54,Other,Married,4,Graduate,Self-Employed,26.8,629,90.26,25,8.21,27.58,Construction,Semi-Urban,158.16,Plot,19.88,45.94,0,Approved,05-09-2025
1046,42,Other,Single,4,Doctorate,Unemployed,3.71,447,35.59,10,8.42,17.92,Construction,Rural,284.06,Apartment,38.74,16.87,8,Rejected,07-03-2022
1047,43,Other,Divorced,0,High School,Self-Employed,38.24,661,60.2,15,7.08,26.02,Home Purchase,Urban,237.03,Independent House,43.95,34,9,Approved,23-01-2024
1048,24,Other,Divorced,0,Postgraduate,Salaried,49.57,556,43.22,25,9.21,25.33,Home Purchase,Urban,233.91,Plot,46.21,10.19,2,Rejected,01-04-2023
1049,27,Male,Single,3,Doctorate,Self-Employed,5.73,391,26.49,20,6.66,8.72,Home Purchase,Rural,129.01,Plot,7.85,35.7,2,Approved,07-10-2018
1050,44,Female,Widowed,2,Postgraduate,Salaried,10.96,529,29.67,20,7.94,7.24,Construction,Rural,191.4,Plot,0.92,29.54,19,Approved,02-01-2022
1051,45,Male,Widowed,4,Postgraduate,Self-Employed,30.55,787,63.35,30,9,28.32,Home Purchase,Semi-Urban,122.36,Independent House,6.99,22.93,10,Rejected,11-03-2025
1052,49,Male,Widowed,3,Graduate,Salaried,16.91,690,133.95,20,6.78,16.9,Refinance,Rural,223.11,Apartment,48.91,35.34,6,Rejected,29-06-2023
1053,26,Other,Divorced,3,Doctorate,Salaried,21.59,321,75.01,25,8.72,18.81,Home Purchase,Semi-Urban,126.9,Plot,3.06,43.01,7,Approved,28-10-2023
1054,40,Female,Divorced,4,High School,Self-Employed,25.06,354,126.72,25,9.5,27.23,Home Purchase,Urban,214.79,Apartment,4.11,45.14,2,Approved,14-09-2025
1055,32,Male,Widowed,4,Doctorate,Unemployed,33.19,684,146.87,25,10.41,26.72,Construction,Semi-Urban,101.63,Plot,19.02,7.54,16,Approved,03-06-2020
1056,51,Other,Single,3,Doctorate,Unemployed,23.63,750,55.62,20,8.18,7.78,Home Purchase,Urban,296.87,Apartment,26.64,6.6,4,Approved,05-02-2024
1057,61,Male,Divorced,2,Graduate,Unemployed,27.74,445,95.3,15,8.78,23.76,Construction,Semi-Urban,38.53,Plot,4.26,7.09,15,Rejected,26-09-2022
1058,47,Female,Divorced,2,Graduate,Unemployed,41.15,649,89.48,30,9.93,20.21,Refinance,Rural,79.04,Apartment,9.74,32.49,4,Rejected,20-08-2018
1059,53,Other,Divorced,0,Postgraduate,Salaried,9.13,683,133.02,20,8.04,12.73,Home Purchase,Urban,164,Apartment,18.68,37.47,15,Approved,15-08-2020
1060,39,Female,Widowed,4,High School,Unemployed,16.65,785,51.24,10,9.71,5.33,Refinance,Urban,240.56,Independent House,37.62,38.36,6,Rejected,23-05-2022
1061,53,Other,Widowed,4,Doctorate,Salaried,11.73,435,25.5,10,10.66,9.47,Refinance,Semi-Urban,146.01,Independent House,13.82,21.98,13,Approved,10-05-2024
1062,32,Female,Divorced,0,Postgraduate,Unemployed,30.76,392,114.56,25,8.48,8.19,Construction,Semi-Urban,90.86,Plot,28.74,30.23,12,Approved,04-01-2024
1063,56,Other,Married,4,Postgraduate,Salaried,11.24,648,87.92,25,7.37,14.13,Home Purchase,Rural,79.66,Independent House,39.98,15.24,18,Approved,04-05-2025
1064,26,Female,Divorced,3,High School,Self-Employed,8.99,734,102.34,10,6.92,15,Construction,Rural,213.65,Apartment,38.7,40.31,4,Approved,06-12-2024
1065,50,Other,Single,3,Postgraduate,Salaried,16.39,695,26.42,25,10.98,16.06,Construction,Rural,239.83,Independent House,14.53,34.69,18,Approved,23-07-2018
1066,63,Other,Married,2,High School,Unemployed,34.22,678,45.21,15,10.38,16.99,Home Purchase,Rural,112.55,Plot,49.66,24.13,4,Approved,29-03-2021
1067,28,Female,Divorced,1,Doctorate,Self-Employed,9.46,801,118.42,20,6.77,18.64,Construction,Rural,95.98,Independent House,35.97,47.87,0,Approved,06-03-2019
1068,22,Female,Single,2,Doctorate,Salaried,41.4,790,24.08,10,8.99,8.32,Construction,Urban,274.01,Independent House,2.96,48.09,18,Approved,13-08-2022
1069,47,Female,Married,4,Postgraduate,Salaried,27.66,501,110.47,25,7.79,14.08,Home Purchase,Rural,156.37,Apartment,2.78,49.95,11,Approved,01-02-2025
1070,58,Other,Single,3,High School,Salaried,11.6,771,49.53,25,6.88,12.84,Home Purchase,Urban,129.5,Plot,18.19,24.44,16,Rejected,08-03-2025
1071,59,Female,Divorced,1,Graduate,Salaried,31.42,714,54.82,10,8.77,26.36,Refinance,Urban,240.22,Independent House,13.32,17.04,18,Rejected,05-09-2022
1072,46,Female,Divorced,3,Postgraduate,Salaried,26.19,504,74.83,30,8.73,27.82,Home Purchase,Urban,75.61,Independent House,37.67,37.21,13,Rejected,23-08-2019
1073,56,Female,Married,3,Doctorate,Salaried,16.68,389,111.32,20,9.42,6.46,Home Purchase,Semi-Urban,289.6,Independent House,28.28,5.47,3,Approved,20-10-2018
1074,38,Male,Single,4,Doctorate,Self-Employed,30.96,428,49.82,25,10.22,5.24,Refinance,Rural,74.16,Apartment,29.47,7.49,19,Approved,20-06-2018
1075,40,Other,Widowed,3,Graduate,Unemployed,47.6,844,36.51,25,9.69,29.07,Home Purchase,Semi-Urban,53,Plot,45.22,45.93,19,Approved,08-02-2023
1076,41,Female,Widowed,1,Postgraduate,Unemployed,27.9,413,19.55,10,9.23,16.32,Construction,Semi-Urban,236.51,Apartment,48.82,15.89,8,Approved,23-05-2018
1077,55,Other,Single,4,High School,Salaried,3.54,663,91.98,30,7.33,10.63,Construction,Urban,156.56,Independent House,34.7,43.7,19,Approved,19-01-2022
1078,39,Male,Widowed,2,High School,Self-Employed,48.54,580,24.78,10,8.83,26.08,Refinance,Urban,147,Independent House,7.65,48.81,10,Approved,07-07-2023
1079,37,Other,Divorced,2,High School,Unemployed,33.63,711,82.92,15,10.15,12.5,Home Purchase,Semi-Urban,213.57,Apartment,7.4,27.88,9,Rejected,19-06-2021
1080,60,Female,Widowed,1,Doctorate,Unemployed,11.61,712,111.33,25,9.32,24.25,Construction,Semi-Urban,72.67,Apartment,20.54,29.56,16,Rejected,17-10-2024
1081,63,Other,Married,4,Graduate,Salaried,18.46,524,127.95,25,9.18,26.12,Construction,Rural,91.79,Independent House,28.8,5.21,14,Approved,02-02-2022
1082,21,Other,Divorced,2,High School,Unemployed,42.5,742,47.47,15,10.01,29.08,Refinance,Urban,120.42,Apartment,46.92,34.96,7,Approved,11-02-2025
1083,23,Male,Married,2,Graduate,Self-Employed,18.83,396,85.72,15,10.81,11.11,Home Purchase,Rural,61.54,Apartment,25.33,41.66,6,Rejected,22-04-2025
1084,60,Female,Divorced,2,High School,Salaried,32.08,408,9.49,25,9.66,22.31,Home Purchase,Urban,66.51,Apartment,32.81,43.19,16,Approved,28-06-2023
1085,56,Female,Divorced,1,Doctorate,Unemployed,19.02,656,27.85,25,7.85,23.4,Construction,Rural,117.81,Apartment,10.79,40.18,11,Approved,14-04-2019
1086,46,Other,Married,3,High School,Unemployed,25.91,695,87.64,20,7.43,20.11,Refinance,Urban,239.04,Apartment,36.65,9.22,9,Approved,09-06-2023
1087,56,Male,Widowed,2,Postgraduate,Salaried,48.06,814,126.42,15,10.62,12.6,Construction,Semi-Urban,222.78,Independent House,15.5,38.63,3,Approved,09-12-2021
1088,34,Female,Widowed,1,High School,Self-Employed,25.43,469,113.71,25,8.71,11.16,Construction,Semi-Urban,68.3,Apartment,42.3,14.29,12,Rejected,01-01-2023
1089,35,Male,Married,2,Doctorate,Salaried,21.42,779,127.22,15,8.31,18.21,Construction,Urban,175.83,Independent House,49.89,48.88,18,Rejected,27-12-2024
1090,54,Other,Divorced,0,Postgraduate,Self-Employed,7.79,786,142.32,30,9.83,14.41,Construction,Rural,106.5,Independent House,5.66,9.88,19,Approved,09-12-2024
1091,21,Other,Divorced,2,Postgraduate,Unemployed,34.87,536,128.65,10,8.03,5.05,Construction,Rural,230.7,Apartment,22.32,35.54,0,Approved,14-08-2020
1092,61,Other,Married,2,High School,Unemployed,35.59,320,122.61,10,9.71,18.39,Home Purchase,Semi-Urban,97.85,Plot,37.98,24.98,7,Rejected,16-12-2022
1093,31,Female,Single,4,High School,Unemployed,38.03,617,78.02,25,9.3,16.12,Home Purchase,Semi-Urban,120,Independent House,22.7,17.48,4,Approved,05-03-2023
1094,56,Other,Widowed,3,High School,Salaried,28.97,618,5.57,30,9.57,16.64,Refinance,Urban,287.11,Independent House,6.68,39.73,5,Approved,30-06-2023
1095,49,Other,Single,4,Doctorate,Salaried,22.69,577,43.78,30,7.33,22.68,Home Purchase,Rural,83.37,Apartment,29.74,40.3,4,Rejected,01-07-2022
1096,34,Male,Single,2,Doctorate,Unemployed,39.42,746,17.95,15,8.63,9.81,Home Purchase,Rural,230.71,Independent House,22.29,41.83,7,Rejected,07-02-2025
1097,54,Female,Widowed,2,Doctorate,Salaried,28.06,445,105.33,15,7.36,11.38,Refinance,Rural,254.31,Independent House,4.04,13.49,9,Approved,30-01-2019
1098,44,Female,Married,2,High School,Self-Employed,31.77,832,88.27,25,10.47,15.62,Construction,Semi-Urban,64.01,Apartment,5.31,47.93,7,Approved,04-11-2024
1099,34,Other,Single,0,High School,Self-Employed,14.7,444,80.3,25,8.91,11.93,Home Purchase,Urban,176.2,Apartment,12.93,37.72,15,Rejected,03-02-2019
1100,60,Other,Widowed,4,Postgraduate,Salaried,19.21,349,115.51,30,9.34,29.56,Construction,Rural,212.29,Independent House,22.57,22.32,10,Approved,13-09-2023
1101,27,Male,Widowed,4,Doctorate,Self-Employed,4.81,660,113.14,15,7.56,24.82,Home Purchase,Rural,178.98,Plot,17.34,36.45,18,Rejected,20-04-2022
1102,54,Female,Married,1,Postgraduate,Unemployed,21.61,488,53.17,15,9.97,9.42,Home Purchase,Semi-Urban,57.17,Independent House,4.65,18.77,14,Rejected,22-08-2018
1103,21,Female,Widowed,3,Graduate,Unemployed,38.54,617,74.16,25,8.71,24.56,Home Purchase,Urban,60.11,Independent House,21.94,41.93,3,Rejected,18-02-2022
1104,59,Female,Married,0,Graduate,Unemployed,32.92,464,83.75,20,8.1,25.32,Refinance,Rural,113.12,Independent House,3.4,35.72,13,Approved,13-01-2018
1105,27,Other,Married,0,Postgraduate,Self-Employed,3.38,802,138.67,25,7.83,24.28,Construction,Semi-Urban,235.92,Plot,1.69,25.14,13,Approved,15-06-2024
1106,48,Female,Widowed,2,High School,Unemployed,36.46,681,77.58,15,8.58,9.71,Home Purchase,Rural,160.83,Independent House,45.08,24.32,17,Rejected,22-04-2022
1107,44,Other,Widowed,4,Doctorate,Self-Employed,21.77,762,63.98,20,10.63,14.68,Home Purchase,Rural,235.59,Plot,33.01,17.19,7,Rejected,02-06-2020
1108,58,Female,Widowed,3,Postgraduate,Unemployed,17.41,720,100.89,10,9.47,10.55,Construction,Urban,63.65,Plot,19.48,5.68,14,Rejected,25-06-2018
1109,49,Male,Divorced,4,Postgraduate,Salaried,20.56,633,61.05,15,9.99,7.12,Construction,Rural,72.34,Apartment,16.34,8.33,4,Approved,28-04-2020
1110,30,Other,Married,4,Graduate,Self-Employed,5.08,326,38.36,20,7.6,9.09,Home Purchase,Urban,59.04,Independent House,49.31,5.68,3,Approved,10-06-2023
1111,45,Female,Married,2,Doctorate,Unemployed,37.97,394,52.53,25,9.68,19.15,Home Purchase,Urban,286.03,Apartment,16.52,13.11,11,Approved,09-04-2023
1112,32,Male,Single,4,Graduate,Self-Employed,9.13,520,145.68,15,10.91,5.98,Home Purchase,Rural,228.44,Plot,5.89,46.22,11,Approved,22-02-2020
1113,28,Female,Widowed,3,Graduate,Unemployed,26.74,679,64.53,20,8.14,22.56,Construction,Rural,156.27,Apartment,24.35,22.68,9,Approved,20-03-2018
1114,52,Other,Married,1,Graduate,Self-Employed,46.14,799,20.35,15,10.31,10.89,Home Purchase,Urban,48.5,Apartment,6.9,15.01,12,Approved,27-10-2018
1115,39,Other,Widowed,3,Doctorate,Self-Employed,9.73,615,77.97,25,10.87,15.64,Refinance,Rural,198.7,Plot,37.65,23.39,18,Approved,08-01-2019
1116,38,Female,Single,1,Postgraduate,Salaried,28.72,769,16.17,15,9.55,25.98,Construction,Urban,272.17,Independent House,19.39,25.88,18,Approved,08-05-2018
1117,28,Male,Married,4,Doctorate,Unemployed,26.8,695,44.98,15,10.6,27.08,Refinance,Urban,223.46,Apartment,16.66,5.47,0,Approved,09-08-2023
1118,35,Male,Divorced,3,Postgraduate,Salaried,27.09,549,20.99,10,9.53,25.9,Construction,Rural,83.35,Plot,5.11,35.36,8,Approved,03-12-2018
1119,53,Female,Divorced,2,High School,Unemployed,32.67,604,119.86,25,10.56,10.91,Refinance,Urban,223.47,Apartment,26.11,7.4,7,Approved,09-04-2021
1120,37,Female,Married,1,Doctorate,Salaried,38.14,518,122.79,30,7.36,21.93,Home Purchase,Rural,296.05,Independent House,41.57,34.08,4,Rejected,20-11-2020
1121,63,Other,Single,1,Doctorate,Unemployed,3.07,672,130.48,25,9.93,28.83,Construction,Rural,143.93,Plot,35.92,10.48,7,Approved,09-01-2025
